car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
BMW 5 Series 520d,₹ 38.38 Lakh,"124,727 km",Diesel,Pune,2016
Mahindra XUV500 W8,₹ 7.37 Lakh,"110,005 km",Diesel,Delhi,2018
BMW 5 Series 520d,₹ 42.29 Lakh,"26,981 km",Petrol,Kolkata,2023
Honda Jazz VX,₹ 7.82 Lakh,"19,103 km",Diesel,Delhi,2023
Mahindra XUV500 W8,₹ 3.73 Lakh,"147,425 km",Petrol,Mumbai,2015
Maruti Suzuki Baleno Delta 1.2,₹ 1.38 Lakh,"92,111 km",Diesel,Chennai,2019
Mercedes-Benz E-Class E220d,₹ 52.55 Lakh,"21,489 km",Petrol,Noida,2023
Audi Q5 quattro,₹ 29.70 Lakh,"177,585 km",Petrol,Hyderabad,2012
Kia Carens Prestige,₹ 8.73 Lakh,"61,539 km",CNG,Mumbai,2021
Kia Carens Prestige,₹ 2.40 Lakh,"177,902 km",Petrol,Kolkata,2013
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"197,853 km",Diesel,Noida,2012
Mercedes-Benz GLA 220d,₹ 44.31 Lakh,"171,914 km",Petrol,Noida,2013
Mercedes-Benz GLA 220d,₹ 45.79 Lakh,"145,523 km",Diesel,Pune,2014
Mahindra Thar LX,₹ 6.35 Lakh,"116,115 km",Petrol,Pune,2017
Audi Q5 quattro,₹ 31.63 Lakh,"131,926 km",Petrol,Delhi,2016
Mercedes-Benz GLA 220d,₹ 48.44 Lakh,"98,330 km",Petrol,Noida,2017
Toyota Glanza G,₹ 5.78 Lakh,"115,134 km",CNG,Delhi,2015
Mercedes-Benz E-Class E220d,₹ 51.03 Lakh,"76,713 km",Petrol,Chennai,2021
Hyundai Grand i10 Magna,₹ 2.56 Lakh,"93,787 km",Petrol,Chennai,2018
Hyundai i10 Magna,₹ 1.20 Lakh,"135,279 km",Petrol,Thane,2014
Hyundai Venue S,₹ 1.20 Lakh,"135,363 km",Petrol,Chennai,2015
Mercedes-Benz C-Class C200,₹ 50.51 Lakh,"82,890 km",Diesel,Thane,2020
Audi Q5 quattro,₹ 35.95 Lakh,"72,620 km",Petrol,Bangalore,2021
Toyota Glanza G,₹ 10.50 Lakh,"56,799 km",Diesel,Bangalore,2022
Mahindra XUV500 W8,₹ 6.35 Lakh,"122,107 km",Diesel,Mumbai,2017
Toyota Glanza G,₹ 10.14 Lakh,"79,374 km",Petrol,Pune,2021
Audi Q3 Premium,₹ 37.06 Lakh,"50,894 km",Petrol,Ahmedabad,2023
Audi A4 35 TDI,₹ 36.14 Lakh,"86,434 km",Diesel,Noida,2020
Audi Q3 Premium,₹ 32.36 Lakh,"111,400 km",Petrol,Kolkata,2017
Honda WR-V VX,₹ 6.22 Lakh,"55,181 km",Diesel,Pune,2022
Tata Safari XZ+,₹ 1.20 Lakh,"169,766 km",Diesel,Chennai,2012
Toyota Glanza G,₹ 11.65 Lakh,"52,058 km",Petrol,Noida,2023
Tata Tiago XT,₹ 6.96 Lakh,"56,386 km",Diesel,Delhi,2022
Hyundai Creta SX,₹ 5.09 Lakh,"54,518 km",Diesel,Mumbai,2022
Mahindra Thar LX,₹ 6.18 Lakh,"92,652 km",Petrol,Ahmedabad,2018
Mahindra Scorpio S11,₹ 2.49 Lakh,"184,879 km",CNG,Ahmedabad,2012
Kia Sonet GTX,₹ 7.65 Lakh,"68,746 km",CNG,Noida,2019
BMW X1 sDrive20d,₹ 41.96 Lakh,"56,552 km",Petrol,Kolkata,2023
BMW 3 Series 320d,₹ 41.26 Lakh,"61,765 km",Diesel,Hyderabad,2021
Honda City VX,₹ 7.21 Lakh,"46,256 km",CNG,Chennai,2023
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"152,917 km",Petrol,Kolkata,2012
Tata Safari XZ+,₹ 1.20 Lakh,"178,302 km",Diesel,Bangalore,2013
Toyota Fortuner 2.8 4x2,₹ 4.65 Lakh,"149,909 km",Petrol,Delhi,2013
Mercedes-Benz C-Class C200,₹ 46.30 Lakh,"137,511 km",Diesel,Hyderabad,2014
Toyota Corolla Altis G,₹ 3.08 Lakh,"165,813 km",Petrol,Hyderabad,2013
Audi A4 35 TDI,₹ 30.13 Lakh,"172,532 km",Diesel,Hyderabad,2013
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"124,760 km",Diesel,Hyderabad,2016
Honda BR-V VX,₹ 3.67 Lakh,"88,379 km",Diesel,Chennai,2019
Audi Q3 Premium,₹ 34.73 Lakh,"107,897 km",Diesel,Ahmedabad,2018
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"167,374 km",CNG,Ahmedabad,2012
Toyota Corolla Altis G,₹ 5.34 Lakh,"135,432 km",Diesel,Kolkata,2013
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"110,765 km",CNG,Ahmedabad,2017
Hyundai Verna SX,₹ 4.45 Lakh,"71,092 km",Petrol,Kolkata,2022
Tata Nexon XZ+,₹ 2.08 Lakh,"149,435 km",Petrol,Ahmedabad,2016
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"102,028 km",Diesel,Chennai,2016
Mercedes-Benz GLA 220d,₹ 50.74 Lakh,"61,853 km",Diesel,Mumbai,2021
Kia Sonet GTX,₹ 6.52 Lakh,"105,881 km",Petrol,Chennai,2018
Audi Q5 quattro,₹ 33.55 Lakh,"107,714 km",Petrol,Hyderabad,2017
Kia Seltos GTX,₹ 7.48 Lakh,"109,325 km",Diesel,Chennai,2019
Mercedes-Benz GLA 220d,₹ 48.12 Lakh,"110,302 km",Diesel,Pune,2017
Honda Jazz VX,₹ 3.85 Lakh,"74,520 km",Petrol,Chennai,2020
Kia Sonet GTX,₹ 5.68 Lakh,"114,689 km",CNG,Delhi,2016
Kia Seltos GTX,₹ 5.74 Lakh,"124,327 km",Diesel,Bangalore,2016
Toyota Etios Liva G,₹ 5.95 Lakh,"133,505 km",Petrol,Ahmedabad,2015
Toyota Glanza G,₹ 11.71 Lakh,"38,513 km",Diesel,Delhi,2022
Hyundai Santro Sportz,₹ 1.20 Lakh,"133,670 km",Petrol,Kolkata,2015
Honda WR-V VX,₹ 4.13 Lakh,"81,865 km",Diesel,Kolkata,2020
Tata Safari XZ+,₹ 5.79 Lakh,"68,139 km",CNG,Bangalore,2021
Mercedes-Benz GLA 220d,₹ 44.50 Lakh,"148,349 km",Petrol,Chennai,2013
Kia Carens Prestige,₹ 4.04 Lakh,"157,118 km",CNG,Ahmedabad,2014
Audi Q3 Premium,₹ 36.93 Lakh,"45,483 km",Diesel,Delhi,2022
Mahindra Scorpio S11,₹ 9.82 Lakh,"48,693 km",CNG,Kolkata,2022
Tata Nexon XZ+,₹ 4.68 Lakh,"79,726 km",Petrol,Noida,2019
Mercedes-Benz GLA 220d,₹ 48.49 Lakh,"111,991 km",Petrol,Ahmedabad,2018
Mercedes-Benz GLA 220d,₹ 44.04 Lakh,"181,454 km",Petrol,Delhi,2012
Toyota Innova Crysta GX,₹ 6.54 Lakh,"128,655 km",CNG,Mumbai,2016
Tata Tiago XT,₹ 3.56 Lakh,"117,987 km",Petrol,Noida,2017
Honda Amaze VX,₹ 1.20 Lakh,"156,701 km",Diesel,Hyderabad,2013
Tata Nexon XZ+,₹ 1.20 Lakh,"165,628 km",Diesel,Delhi,2013
Maruti Suzuki Ertiga VXI CNG,₹ 1.20 Lakh,"120,306 km",Diesel,Ahmedabad,2016
Toyota Etios Liva G,₹ 11.31 Lakh,"37,271 km",Diesel,Bangalore,2023
Mahindra Thar LX,₹ 8.90 Lakh,"75,583 km",CNG,Delhi,2021
Tata Nexon XZ+,₹ 2.79 Lakh,"120,253 km",Diesel,Hyderabad,2017
Kia Carens Prestige,₹ 4.26 Lakh,"141,655 km",Petrol,Pune,2016
BMW X1 sDrive20d,₹ 34.55 Lakh,"161,754 km",Diesel,Noida,2013
Hyundai Verna SX,₹ 1.20 Lakh,"107,465 km",Diesel,Ahmedabad,2017
Mercedes-Benz E-Class E220d,₹ 45.51 Lakh,"161,631 km",Petrol,Noida,2013
Mahindra Thar LX,₹ 8.35 Lakh,"79,329 km",Petrol,Chennai,2020
BMW 3 Series 320d,₹ 41.71 Lakh,"50,172 km",Petrol,Chennai,2021
Audi A4 35 TDI,₹ 36.26 Lakh,"75,841 km",Diesel,Chennai,2020
Tata Harrier XZ,₹ 5.06 Lakh,"114,439 km",CNG,Bangalore,2019
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"108,002 km",CNG,Chennai,2019
Mahindra XUV500 W8,₹ 4.45 Lakh,"127,772 km",Petrol,Mumbai,2015
Maruti Suzuki Ciaz ZXI+,₹ 1.20 Lakh,"111,582 km",CNG,Noida,2017
Hyundai i10 Magna,₹ 3.36 Lakh,"70,979 km",Diesel,Hyderabad,2020
Maruti Suzuki Baleno Delta 1.2,₹ 1.38 Lakh,"81,446 km",CNG,Bangalore,2019
BMW 3 Series 320d,₹ 35.83 Lakh,"140,082 km",Diesel,Kolkata,2014
Kia Carens Prestige,₹ 6.26 Lakh,"134,083 km",Petrol,Chennai,2017
Mahindra Scorpio S11,₹ 2.01 Lakh,"181,232 km",Diesel,Kolkata,2012
Toyota Innova Crysta GX,₹ 4.35 Lakh,"159,360 km",CNG,Ahmedabad,2014
Toyota Glanza G,₹ 6.65 Lakh,"130,344 km",Petrol,Noida,2017
Toyota Innova Crysta GX,₹ 7.29 Lakh,"127,822 km",Diesel,Noida,2017
Tata Harrier XZ,₹ 4.12 Lakh,"111,285 km",Petrol,Chennai,2018
Maruti Suzuki S-Presso VXi,₹ 1.20 Lakh,"124,697 km",CNG,Ahmedabad,2014
Toyota Glanza G,₹ 8.56 Lakh,"106,104 km",Diesel,Delhi,2018
Mercedes-Benz GLA 220d,₹ 45.37 Lakh,"157,134 km",Petrol,Pune,2013
Honda Amaze VX,₹ 1.20 Lakh,"112,790 km",Petrol,Chennai,2016
Kia Seltos GTX,₹ 7.81 Lakh,"77,244 km",Petrol,Bangalore,2020
Tata Harrier XZ,₹ 4.36 Lakh,"97,299 km",Diesel,Noida,2017
Toyota Corolla Altis G,₹ 12.25 Lakh,"30,664 km",Diesel,Ahmedabad,2022
Audi Q5 quattro,₹ 30.70 Lakh,"133,426 km",Diesel,Ahmedabad,2014
BMW 5 Series 520d,₹ 39.44 Lakh,"81,925 km",Petrol,Kolkata,2019
Mahindra Thar LX,₹ 3.24 Lakh,"175,537 km",Petrol,Thane,2013
Audi Q5 quattro,₹ 36.32 Lakh,"46,370 km",Diesel,Thane,2021
BMW 5 Series 520d,₹ 38.70 Lakh,"66,459 km",Petrol,Kolkata,2018
Hyundai Santro Sportz,₹ 1.20 Lakh,"178,527 km",Petrol,Hyderabad,2012
Audi Q3 Premium,₹ 32.85 Lakh,"115,961 km",Diesel,Pune,2017
Tata Tiago XT,₹ 8.70 Lakh,"18,669 km",Diesel,Pune,2023
Mahindra Thar LX,₹ 5.52 Lakh,"123,408 km",CNG,Thane,2016
Toyota Corolla Altis G,₹ 7.33 Lakh,"124,979 km",CNG,Bangalore,2018
Mahindra Thar LX,₹ 5.43 Lakh,"116,011 km",Petrol,Noida,2015
Mahindra Scorpio S11,₹ 3.61 Lakh,"146,948 km",Petrol,Ahmedabad,2015
Toyota Innova Crysta GX,₹ 8.97 Lakh,"96,468 km",Diesel,Mumbai,2018
Kia Carens Prestige,₹ 11.82 Lakh,"27,159 km",CNG,Bangalore,2023
Tata Safari XZ+,₹ 1.20 Lakh,"154,056 km",Diesel,Kolkata,2013
Kia Seltos GTX,₹ 2.97 Lakh,"155,986 km",Petrol,Mumbai,2012
Maruti Suzuki Baleno Delta 1.2,₹ 1.20 Lakh,"143,994 km",Petrol,Bangalore,2014
Mahindra Thar LX,₹ 3.19 Lakh,"171,287 km",Diesel,Noida,2013
Honda Jazz VX,₹ 1.20 Lakh,"170,464 km",CNG,Ahmedabad,2014
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"160,314 km",Petrol,Bangalore,2014
Honda City VX,₹ 1.26 Lakh,"120,143 km",Diesel,Ahmedabad,2016
BMW 3 Series 320d,₹ 38.35 Lakh,"107,254 km",Diesel,Noida,2017
Audi Q3 Premium,₹ 35.37 Lakh,"81,495 km",Diesel,Delhi,2019
Mahindra Scorpio S11,₹ 2.81 Lakh,"164,277 km",Diesel,Bangalore,2013
Honda WR-V VX,₹ 1.20 Lakh,"149,144 km",Diesel,Ahmedabad,2015
Kia Carens Prestige,₹ 10.44 Lakh,"60,587 km",Diesel,Noida,2022
Hyundai Grand i10 Magna,₹ 1.49 Lakh,"114,979 km",Diesel,Delhi,2017
Toyota Fortuner 2.8 4x2,₹ 5.65 Lakh,"135,401 km",Diesel,Ahmedabad,2015
BMW X1 sDrive20d,₹ 42.93 Lakh,"35,722 km",Petrol,Chennai,2023
Honda WR-V VX,₹ 1.20 Lakh,"190,917 km",Diesel,Chennai,2012
Mercedes-Benz C-Class C200,₹ 44.66 Lakh,"156,063 km",Petrol,Thane,2012
Hyundai Verna SX,₹ 5.98 Lakh,"31,390 km",CNG,Chennai,2023
Mercedes-Benz E-Class E220d,₹ 52.02 Lakh,"74,845 km",Diesel,Thane,2021
Mercedes-Benz GLA 220d,₹ 45.47 Lakh,"173,786 km",Petrol,Thane,2013
BMW 5 Series 520d,₹ 38.96 Lakh,"89,998 km",Diesel,Bangalore,2018
Hyundai Verna SX,₹ 5.82 Lakh,"39,293 km",Diesel,Delhi,2023
Hyundai Venue S,₹ 1.92 Lakh,"110,228 km",CNG,Chennai,2017
BMW 3 Series 320d,₹ 37.39 Lakh,"115,043 km",Petrol,Mumbai,2017
Mercedes-Benz GLA 220d,₹ 48.66 Lakh,"107,931 km",Petrol,Chennai,2018
Audi Q3 Premium,₹ 35.44 Lakh,"81,745 km",Diesel,Delhi,2020
Hyundai Grand i10 Magna,₹ 5.73 Lakh,"32,780 km",CNG,Chennai,2023
Hyundai Elite i20 Sportz,₹ 6.62 Lakh,"23,769 km",Petrol,Noida,2023
Mahindra Scorpio S11,₹ 5.05 Lakh,"109,663 km",CNG,Hyderabad,2016
Mahindra Thar LX,₹ 8.66 Lakh,"71,308 km",Petrol,Mumbai,2019
Honda WR-V VX,₹ 1.47 Lakh,"113,525 km",CNG,Chennai,2017
Audi Q5 quattro,₹ 34.29 Lakh,"97,279 km",Diesel,Ahmedabad,2017
Tata Harrier XZ,₹ 1.70 Lakh,"120,109 km",Petrol,Hyderabad,2016
Mercedes-Benz E-Class E220d,₹ 47.86 Lakh,"115,762 km",Petrol,Thane,2017
Kia Seltos GTX,₹ 10.39 Lakh,"57,813 km",Petrol,Noida,2022
Hyundai Verna SX,₹ 1.20 Lakh,"171,447 km",CNG,Noida,2012
Mahindra XUV500 W8,₹ 5.18 Lakh,"121,582 km",CNG,Delhi,2016
Mahindra XUV500 W8,₹ 8.98 Lakh,"66,686 km",CNG,Hyderabad,2020
BMW X1 sDrive20d,₹ 37.69 Lakh,"139,449 km",Diesel,Noida,2016
Toyota Etios Liva G,₹ 6.45 Lakh,"131,850 km",Diesel,Pune,2016
Mahindra Scorpio S11,₹ 5.71 Lakh,"128,338 km",CNG,Hyderabad,2016
Honda Amaze VX,₹ 2.85 Lakh,"119,533 km",Diesel,Mumbai,2017
Honda Amaze VX,₹ 1.20 Lakh,"199,754 km",CNG,Delhi,2012
Tata Harrier XZ,₹ 3.49 Lakh,"100,111 km",CNG,Chennai,2017
Mahindra Scorpio S11,₹ 4.56 Lakh,"124,585 km",Diesel,Chennai,2014
Honda City VX,₹ 4.27 Lakh,"79,153 km",Petrol,Bangalore,2021
Kia Sonet GTX,₹ 3.62 Lakh,"170,999 km",Diesel,Bangalore,2013
Audi A4 35 TDI,₹ 36.89 Lakh,"65,226 km",Diesel,Noida,2021
BMW X1 sDrive20d,₹ 42.92 Lakh,"40,359 km",Diesel,Noida,2023
Toyota Innova Crysta GX,₹ 3.31 Lakh,"169,904 km",CNG,Delhi,2013
Mahindra Scorpio S11,₹ 4.67 Lakh,"121,044 km",Petrol,Delhi,2015
Honda Amaze VX,₹ 1.20 Lakh,"138,094 km",Petrol,Thane,2015
Tata Harrier XZ,₹ 4.74 Lakh,"105,175 km",Diesel,Ahmedabad,2019
Honda Amaze VX,₹ 1.20 Lakh,"123,322 km",Petrol,Delhi,2015
Toyota Fortuner 2.8 4x2,₹ 3.81 Lakh,"175,860 km",Petrol,Hyderabad,2012
Honda Amaze VX,₹ 3.95 Lakh,"81,603 km",Diesel,Kolkata,2018
Hyundai Creta SX,₹ 1.20 Lakh,"127,057 km",Petrol,Delhi,2015
Mercedes-Benz E-Class E220d,₹ 49.71 Lakh,"78,444 km",Petrol,Bangalore,2020
Kia Seltos GTX,₹ 3.79 Lakh,"170,840 km",Diesel,Pune,2013
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"126,041 km",Diesel,Noida,2015
Hyundai Elite i20 Sportz,₹ 1.74 Lakh,"87,403 km",CNG,Ahmedabad,2018
Kia Sonet GTX,₹ 7.49 Lakh,"99,339 km",Diesel,Hyderabad,2019
Tata Tiago XT,₹ 1.20 Lakh,"155,377 km",Petrol,Thane,2014
Honda Jazz VX,₹ 1.20 Lakh,"162,437 km",Diesel,Thane,2014
Honda BR-V VX,₹ 3.51 Lakh,"76,594 km",CNG,Noida,2019
Tata Safari XZ+,₹ 3.78 Lakh,"126,060 km",CNG,Hyderabad,2017
Toyota Innova Crysta GX,₹ 4.75 Lakh,"146,807 km",Petrol,Noida,2014
Kia Sonet GTX,₹ 2.70 Lakh,"182,499 km",Petrol,Hyderabad,2012
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"122,214 km",Petrol,Bangalore,2016
BMW X1 sDrive20d,₹ 35.33 Lakh,"166,003 km",Petrol,Mumbai,2015
Toyota Fortuner 2.8 4x2,₹ 9.45 Lakh,"90,521 km",CNG,Mumbai,2019
Tata Nexon XZ+,₹ 2.43 Lakh,"126,753 km",Diesel,Bangalore,2016
Mercedes-Benz GLA 220d,₹ 49.85 Lakh,"102,311 km",Diesel,Chennai,2018
Honda WR-V VX,₹ 1.20 Lakh,"148,047 km",Diesel,Pune,2014
Tata Harrier XZ,₹ 4.34 Lakh,"93,325 km",Diesel,Chennai,2018
BMW X1 sDrive20d,₹ 38.78 Lakh,"90,838 km",Petrol,Bangalore,2018
Audi Q3 Premium,₹ 38.62 Lakh,"42,363 km",Diesel,Mumbai,2023
Hyundai Santro Sportz,₹ 1.20 Lakh,"138,742 km",CNG,Thane,2015
Audi A4 35 TDI,₹ 29.31 Lakh,"167,158 km",Petrol,Mumbai,2013
Kia Carens Prestige,₹ 7.92 Lakh,"100,271 km",Petrol,Pune,2019
Tata Nexon XZ+,₹ 5.22 Lakh,"87,667 km",Diesel,Delhi,2020
BMW 5 Series 520d,₹ 38.70 Lakh,"131,999 km",Diesel,Hyderabad,2018
Mercedes-Benz E-Class E220d,₹ 52.44 Lakh,"31,117 km",Diesel,Chennai,2023
Kia Carens Prestige,₹ 3.51 Lakh,"166,199 km",Diesel,Noida,2014
Kia Seltos GTX,₹ 5.84 Lakh,"98,152 km",Petrol,Mumbai,2016
Kia Sonet GTX,₹ 3.66 Lakh,"155,609 km",Petrol,Noida,2013
Honda Amaze VX,₹ 3.20 Lakh,"78,832 km",CNG,Noida,2019
Audi Q5 quattro,₹ 32.69 Lakh,"114,035 km",Diesel,Hyderabad,2017
Toyota Innova Crysta GX,₹ 12.25 Lakh,"37,583 km",CNG,Kolkata,2023
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"161,855 km",Petrol,Bangalore,2014
Audi Q5 quattro,₹ 33.25 Lakh,"117,111 km",Petrol,Delhi,2017
Honda BR-V VX,₹ 5.38 Lakh,"69,792 km",Diesel,Bangalore,2022
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"161,396 km",Diesel,Thane,2015
Toyota Corolla Altis G,₹ 10.20 Lakh,"68,613 km",Petrol,Delhi,2020
Mercedes-Benz GLA 220d,₹ 49.75 Lakh,"81,389 km",Petrol,Hyderabad,2019
BMW X1 sDrive20d,₹ 37.04 Lakh,"114,730 km",Petrol,Kolkata,2014
Honda Jazz VX,₹ 2.88 Lakh,"114,816 km",Petrol,Thane,2018
Honda Jazz VX,₹ 4.80 Lakh,"67,791 km",Diesel,Ahmedabad,2021
Tata Tiago XT,₹ 6.04 Lakh,"55,315 km",Diesel,Ahmedabad,2020
Toyota Glanza G,₹ 7.65 Lakh,"102,459 km",CNG,Delhi,2018
Audi Q5 quattro,₹ 32.62 Lakh,"127,153 km",Diesel,Noida,2016
BMW 3 Series 320d,₹ 33.99 Lakh,"180,439 km",Diesel,Delhi,2012
Maruti Suzuki Ciaz ZXI+,₹ 1.20 Lakh,"151,196 km",CNG,Hyderabad,2015
Tata Nexon XZ+,₹ 6.26 Lakh,"63,352 km",Petrol,Kolkata,2021
Toyota Fortuner 2.8 4x2,₹ 4.28 Lakh,"167,267 km",CNG,Ahmedabad,2012
BMW 5 Series 520d,₹ 40.59 Lakh,"68,825 km",Petrol,Pune,2021
Honda WR-V VX,₹ 1.20 Lakh,"160,004 km",CNG,Bangalore,2013
Maruti Suzuki Baleno Delta 1.2,₹ 4.82 Lakh,"8,401 km",CNG,Pune,2023
Hyundai i10 Magna,₹ 2.00 Lakh,"96,864 km",Petrol,Chennai,2018
Kia Seltos GTX,₹ 6.09 Lakh,"132,069 km",CNG,Ahmedabad,2016
Hyundai Santro Sportz,₹ 4.89 Lakh,"40,304 km",Diesel,Hyderabad,2022
Audi A4 35 TDI,₹ 32.42 Lakh,"103,723 km",Petrol,Kolkata,2015
Tata Nexon XZ+,₹ 1.20 Lakh,"175,090 km",Petrol,Kolkata,2012
Honda Jazz VX,₹ 3.41 Lakh,"107,532 km",Diesel,Delhi,2018
Honda Amaze VX,₹ 4.23 Lakh,"68,359 km",Petrol,Thane,2020
Kia Seltos GTX,₹ 5.75 Lakh,"108,323 km",Petrol,Chennai,2017
Tata Safari XZ+,₹ 4.47 Lakh,"101,203 km",CNG,Pune,2018
Hyundai i10 Magna,₹ 1.20 Lakh,"149,617 km",Petrol,Delhi,2015
Honda BR-V VX,₹ 5.46 Lakh,"76,160 km",Petrol,Ahmedabad,2022
Mahindra Scorpio S11,₹ 3.67 Lakh,"169,059 km",CNG,Delhi,2013
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"112,131 km",Diesel,Mumbai,2016
Mahindra XUV500 W8,₹ 6.07 Lakh,"102,286 km",Diesel,Thane,2017
Mercedes-Benz C-Class C200,₹ 45.23 Lakh,"149,023 km",Petrol,Mumbai,2013
Honda Jazz VX,₹ 3.28 Lakh,"93,215 km",Diesel,Kolkata,2017
Kia Seltos GTX,₹ 3.78 Lakh,"158,492 km",Diesel,Delhi,2014
Mercedes-Benz C-Class C200,₹ 49.87 Lakh,"72,286 km",Petrol,Kolkata,2019
BMW 3 Series 320d,₹ 40.29 Lakh,"73,955 km",Diesel,Noida,2020
Audi A4 35 TDI,₹ 33.87 Lakh,"99,351 km",Diesel,Ahmedabad,2016
Maruti Suzuki Ciaz ZXI+,₹ 1.33 Lakh,"89,218 km",Petrol,Mumbai,2019
Audi A4 35 TDI,₹ 30.37 Lakh,"156,196 km",Diesel,Hyderabad,2014
Hyundai Santro Sportz,₹ 1.20 Lakh,"124,903 km",CNG,Bangalore,2016
Hyundai i10 Magna,₹ 5.76 Lakh,"38,245 km",Diesel,Pune,2023
Mercedes-Benz E-Class E220d,₹ 50.64 Lakh,"85,319 km",Petrol,Bangalore,2020
Mercedes-Benz E-Class E220d,₹ 47.73 Lakh,"128,346 km",Diesel,Mumbai,2015
Mercedes-Benz E-Class E220d,₹ 48.35 Lakh,"127,449 km",Diesel,Hyderabad,2018
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"134,065 km",CNG,Delhi,2016
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"179,940 km",Diesel,Chennai,2012
Hyundai Venue S,₹ 1.20 Lakh,"152,013 km",Diesel,Chennai,2012
Tata Safari XZ+,₹ 2.40 Lakh,"143,017 km",CNG,Thane,2016
Honda City VX,₹ 6.26 Lakh,"58,820 km",Diesel,Thane,2021
Hyundai Verna SX,₹ 1.20 Lakh,"160,132 km",CNG,Chennai,2013
Mercedes-Benz C-Class C200,₹ 46.17 Lakh,"138,765 km",Petrol,Mumbai,2015
BMW 3 Series 320d,₹ 36.89 Lakh,"115,975 km",Petrol,Kolkata,2016
Toyota Corolla Altis G,₹ 7.23 Lakh,"111,525 km",Diesel,Bangalore,2018
Mercedes-Benz C-Class C200,₹ 49.57 Lakh,"87,155 km",Diesel,Pune,2018
Tata Nexon XZ+,₹ 5.19 Lakh,"88,365 km",Petrol,Delhi,2019
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"82,001 km",Petrol,Chennai,2019
Audi Q3 Premium,₹ 31.56 Lakh,"139,659 km",Petrol,Thane,2015
Mahindra Scorpio S11,₹ 6.05 Lakh,"119,133 km",CNG,Mumbai,2016
Tata Safari XZ+,₹ 1.20 Lakh,"177,992 km",CNG,Kolkata,2012
Honda WR-V VX,₹ 2.72 Lakh,"85,914 km",Diesel,Ahmedabad,2017
Tata Nexon XZ+,₹ 6.79 Lakh,"42,166 km",Diesel,Kolkata,2022
BMW 3 Series 320d,₹ 34.52 Lakh,"166,232 km",Diesel,Bangalore,2013
BMW 3 Series 320d,₹ 35.69 Lakh,"143,614 km",Petrol,Thane,2013
Toyota Innova Crysta GX,₹ 10.73 Lakh,"62,546 km",Diesel,Kolkata,2021
Honda WR-V VX,₹ 1.20 Lakh,"133,327 km",Petrol,Ahmedabad,2014
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"191,575 km",CNG,Hyderabad,2012
Mercedes-Benz GLA 220d,₹ 50.48 Lakh,"67,936 km",Petrol,Delhi,2020
Audi Q5 quattro,₹ 31.62 Lakh,"125,222 km",Diesel,Pune,2015
Honda Jazz VX,₹ 5.53 Lakh,"50,827 km",Diesel,Thane,2021
Honda City VX,₹ 6.31 Lakh,"30,300 km",CNG,Mumbai,2023
Toyota Fortuner 2.8 4x2,₹ 9.69 Lakh,"43,401 km",Petrol,Noida,2021
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"130,852 km",Diesel,Chennai,2015
Tata Nexon XZ+,₹ 1.20 Lakh,"163,745 km",Diesel,Chennai,2013
Maruti Suzuki Baleno Delta 1.2,₹ 1.20 Lakh,"110,778 km",Diesel,Thane,2017
Mercedes-Benz C-Class C200,₹ 51.22 Lakh,"63,147 km",Petrol,Noida,2021
Tata Safari XZ+,₹ 2.39 Lakh,"140,641 km",Diesel,Noida,2015
Mercedes-Benz GLA 220d,₹ 45.14 Lakh,"153,185 km",Petrol,Pune,2013
Audi A4 35 TDI,₹ 34.34 Lakh,"100,195 km",Diesel,Chennai,2018
Kia Seltos GTX,₹ 7.86 Lakh,"97,353 km",Diesel,Kolkata,2018
BMW X1 sDrive20d,₹ 39.91 Lakh,"77,663 km",Petrol,Bangalore,2019
Mercedes-Benz GLA 220d,₹ 46.26 Lakh,"144,328 km",Petrol,Noida,2016
Tata Safari XZ+,₹ 5.94 Lakh,"68,399 km",CNG,Delhi,2020
Tata Nexon XZ+,₹ 7.89 Lakh,"47,908 km",Petrol,Kolkata,2023
BMW 3 Series 320d,₹ 38.76 Lakh,"121,167 km",Diesel,Thane,2017
BMW 5 Series 520d,₹ 38.34 Lakh,"125,304 km",Petrol,Pune,2017
Audi A4 35 TDI,₹ 35.28 Lakh,"80,236 km",Petrol,Kolkata,2020
Mercedes-Benz GLA 220d,₹ 47.87 Lakh,"116,642 km",Diesel,Noida,2017
