car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Hyundai Grand i10,₹ 5.42 Lakh,"133,233 km",Diesel,Bangalore,2014
Ford Endeavour Titanium,₹ 11.13 Lakh,"82,778 km",Petrol,Mumbai,2022
Volvo XC40 Recharge,₹ 21.39 Lakh,"172,030 km",Petrol,Kolkata,2012
MG Astor Savvy,₹ 10.98 Lakh,"66,247 km",CNG,Ahmedabad,2020
MG Astor Savvy,₹ 10.42 Lakh,"94,611 km",Diesel,Delhi,2017
Renault Kiger RXZ,₹ 5.82 Lakh,"85,294 km",Diesel,Jaipur,2020
Ford Endeavour Titanium,₹ 13.00 Lakh,"18,393 km",Petrol,Mumbai,2025
Mercedes-Benz E-Class E220d,₹ 23.51 Lakh,"152,711 km",Diesel,Lucknow,2013
Lexus ES 300h,₹ 56.52 Lakh,"65,389 km",Diesel,Pune,2022
Renault Kwid Climber,₹ 6.82 Lakh,"32,554 km",Petrol,Bangalore,2022
Jaguar F-Pace,₹ 49.26 Lakh,"73,838 km",Petrol,Thane,2021
MG Astor Savvy,₹ 8.91 Lakh,"158,655 km",Electric,Kochi,2014
Kia Carens Prestige,₹ 9.86 Lakh,"81,760 km",Petrol,Hyderabad,2018
Mahindra XUV500 W8,₹ 13.84 Lakh,"45,600 km",Diesel,Ahmedabad,2023
Tata Altroz XZ,₹ 10.43 Lakh,"62,150 km",Petrol,Kolkata,2022
Jaguar XE Prestige,₹ 38.08 Lakh,"124,074 km",Diesel,Thane,2018
Maruti Suzuki WagonR VXi,₹ 6.02 Lakh,"73,578 km",Diesel,Delhi,2019
Nissan Magnite XV,₹ 8.52 Lakh,"109,965 km",Electric,Lucknow,2017
BMW X1 sDrive,₹ 56.05 Lakh,"35,439 km",Petrol,Kochi,2025
Skoda Slavia Style,₹ 19.44 Lakh,"69,914 km",Hybrid,Delhi,2023
Maruti Suzuki WagonR VXi,₹ 3.11 Lakh,"94,626 km",Petrol,Delhi,2018
Maruti Suzuki Baleno Alpha,₹ 4.46 Lakh,"88,987 km",Diesel,Lucknow,2020
Mercedes-Benz GLA 200,₹ 23.75 Lakh,"132,172 km",Petrol,Delhi,2013
Tata Nexon XZ+,₹ 10.38 Lakh,"46,797 km",Petrol,Bangalore,2023
Tata Harrier XZ,₹ 5.82 Lakh,"139,962 km",Diesel,Bangalore,2014
Mercedes-Benz C-Class C200,₹ 56.19 Lakh,"47,277 km",Diesel,Chennai,2024
BMW X1 sDrive,₹ 21.18 Lakh,"165,116 km",Diesel,Pune,2013
Jaguar F-Pace,₹ 42.56 Lakh,"117,529 km",Diesel,Pune,2018
Skoda Slavia Style,₹ 11.63 Lakh,"121,593 km",CNG,Mysuru,2018
Lexus NX 350h,₹ 60.49 Lakh,"46,144 km",Diesel,Bangalore,2023
Tata Punch Creative,₹ 6.92 Lakh,"93,470 km",Petrol,Hyderabad,2016
Maruti Suzuki Baleno Alpha,₹ 5.30 Lakh,"135,780 km",Diesel,Bangalore,2019
Volvo XC40 Recharge,₹ 17.42 Lakh,"178,363 km",Petrol,Delhi,2013
Honda Amaze VX,₹ 1.62 Lakh,"206,094 km",Petrol,Ahmedabad,2012
Audi Q3 Premium,₹ 45.83 Lakh,"19,581 km",Petrol,Ahmedabad,2025
Volvo XC40 Recharge,₹ 51.26 Lakh,"28,070 km",Diesel,Thane,2025
Jaguar F-Pace,₹ 51.66 Lakh,"34,122 km",Diesel,Noida,2021
Honda Amaze VX,₹ 6.84 Lakh,"109,210 km",Diesel,Ahmedabad,2018
Maruti Suzuki Baleno Alpha,₹ 4.85 Lakh,"107,035 km",Petrol,Lucknow,2020
MG ZS EV,₹ 14.90 Lakh,"91,615 km",Hybrid,Kolkata,2020
Jaguar XE Prestige,₹ 36.16 Lakh,"140,562 km",Hybrid,Ahmedabad,2017
Kia Seltos HTX,₹ 13.68 Lakh,"36,212 km",Petrol,Mysuru,2025
Jaguar XE Prestige,₹ 49.87 Lakh,"64,525 km",Petrol,Chennai,2021
Jaguar F-Pace,₹ 49.49 Lakh,"71,128 km",CNG,Pune,2021
Tata Nexon XZ+,₹ 6.59 Lakh,"107,199 km",Diesel,Pune,2015
Kia Carens Prestige,₹ 10.61 Lakh,"53,409 km",Diesel,Bangalore,2021
Hyundai i20 Asta,₹ 5.80 Lakh,"123,901 km",Petrol,Jaipur,2018
Nissan Magnite XV,₹ 3.93 Lakh,"132,039 km",Diesel,Noida,2015
Volkswagen Taigun GT,₹ 15.20 Lakh,"31,724 km",Petrol,Thane,2024
MG Hector Sharp,₹ 13.95 Lakh,"80,521 km",Petrol,Kochi,2020
Maruti Suzuki Swift VXi,₹ 4.22 Lakh,"123,840 km",Petrol,Mysuru,2015
Toyota Fortuner 4x2,₹ 17.52 Lakh,"29,728 km",Petrol,Mumbai,2024
Hyundai i20 Asta,₹ 7.41 Lakh,"108,297 km",Diesel,Jaipur,2018
Jeep Compass Limited,₹ 25.90 Lakh,"11,308 km",Diesel,Thane,2022
Tata Harrier XZ,₹ 4.37 Lakh,"163,057 km",Petrol,Delhi,2013
Tata Altroz XZ,₹ 6.83 Lakh,"139,304 km",Diesel,Pune,2016
Mahindra Thar LX,₹ 14.49 Lakh,"50,649 km",Petrol,Noida,2023
Maruti Suzuki WagonR VXi,₹ 3.91 Lakh,"143,822 km",Petrol,Mysuru,2016
Toyota Innova Crysta GX,₹ 15.43 Lakh,"66,367 km",Diesel,Mumbai,2022
Mercedes-Benz GLA 200,₹ 21.52 Lakh,"228,796 km",Petrol,Chennai,2012
Maruti Suzuki Dzire ZXi,₹ 7.03 Lakh,"48,747 km",Petrol,Mysuru,2024
Nissan Magnite XV,₹ 8.21 Lakh,"103,094 km",Electric,Jaipur,2017
Audi Q3 Premium,₹ 30.32 Lakh,"80,817 km",Petrol,Thane,2020
BMW 3 Series 320d,₹ 23.53 Lakh,"157,836 km",Diesel,Mumbai,2014
Tata Punch Creative,₹ 10.83 Lakh,"27,221 km",Petrol,Thane,2024
Maruti Suzuki Baleno Alpha,₹ 6.51 Lakh,"28,652 km",Petrol,Bangalore,2024
Skoda Kushaq Style,₹ 14.88 Lakh,"85,782 km",Petrol,Lucknow,2020
Maruti Suzuki Dzire ZXi,₹ 5.25 Lakh,"105,983 km",Petrol,Jaipur,2018
Honda City ZX,₹ 5.15 Lakh,"111,911 km",Diesel,Bangalore,2017
Maruti Suzuki WagonR VXi,₹ 4.22 Lakh,"125,660 km",Petrol,Bangalore,2017
Lexus NX 350h,₹ 69.19 Lakh,"10,645 km",Diesel,Mysuru,2025
BMW 3 Series 320d,₹ 15.12 Lakh,"164,621 km",CNG,Chennai,2012
Maruti Suzuki Swift VXi,₹ 6.90 Lakh,"83,767 km",Petrol,Ahmedabad,2021
Audi Q5 quattro,₹ 14.73 Lakh,"147,274 km",Petrol,Pune,2013
Jaguar F-Pace,₹ 42.99 Lakh,"104,331 km",Electric,Hyderabad,2017
Mercedes-Benz C-Class C200,₹ 44.57 Lakh,"104,742 km",Hybrid,Lucknow,2019
Kia Sonet GTX,₹ 12.71 Lakh,"69,449 km",Petrol,Jaipur,2022
Toyota Urban Cruiser,₹ 9.30 Lakh,"119,137 km",Petrol,Mysuru,2018
Honda Jazz VX,₹ 5.34 Lakh,"124,878 km",CNG,Chennai,2016
BMW X1 sDrive,₹ 39.76 Lakh,"91,812 km",Diesel,Lucknow,2019
Ford EcoSport Titanium,₹ 8.36 Lakh,"143,671 km",Hybrid,Mumbai,2014
Toyota Urban Cruiser,₹ 5.33 Lakh,"182,613 km",Petrol,Noida,2013
Renault Kiger RXZ,₹ 7.48 Lakh,"31,196 km",Petrol,Ahmedabad,2024
Toyota Urban Cruiser,₹ 15.03 Lakh,"61,571 km",Petrol,Bangalore,2024
Kia Sonet GTX,₹ 6.70 Lakh,"196,039 km",Diesel,Pune,2014
Mahindra Thar LX,₹ 9.42 Lakh,"147,954 km",Electric,Noida,2012
Lexus ES 300h,₹ 66.39 Lakh,"8,744 km",Petrol,Lucknow,2025
Ford EcoSport Titanium,₹ 12.43 Lakh,"79,333 km",Petrol,Kolkata,2023
Honda BR-V VX,₹ 4.90 Lakh,"202,971 km",Hybrid,Bangalore,2012
Nissan Magnite XV,₹ 8.55 Lakh,"34,529 km",Petrol,Ahmedabad,2024
Jeep Compass Limited,₹ 15.69 Lakh,"105,585 km",Diesel,Bangalore,2015
Kia Seltos HTX,₹ 8.28 Lakh,"86,083 km",Petrol,Kochi,2018
Kia Sonet GTX,₹ 11.73 Lakh,"89,178 km",Diesel,Thane,2021
Honda Jazz VX,₹ 13.32 Lakh,"53,085 km",Electric,Jaipur,2023
Maruti Suzuki Swift VXi,₹ 8.58 Lakh,"95,009 km",Electric,Jaipur,2020
Hyundai Venue SX,₹ 2.57 Lakh,"183,040 km",Petrol,Kochi,2013
Mercedes-Benz GLA 200,₹ 39.21 Lakh,"97,921 km",Petrol,Jaipur,2018
Mercedes-Benz C-Class C200,₹ 50.50 Lakh,"29,773 km",Diesel,Pune,2023
Lexus ES 300h,₹ 49.16 Lakh,"108,414 km",Diesel,Thane,2018
Volkswagen Virtus GT,₹ 13.77 Lakh,"58,670 km",CNG,Hyderabad,2021
Skoda Slavia Style,₹ 11.97 Lakh,"99,940 km",Petrol,Pune,2019
Skoda Slavia Style,₹ 11.74 Lakh,"106,436 km",CNG,Mumbai,2019
MG Astor Savvy,₹ 8.85 Lakh,"102,154 km",Petrol,Lucknow,2017
Honda City ZX,₹ 4.92 Lakh,"86,753 km",Petrol,Pune,2018
BMW 5 Series 530d,₹ 38.23 Lakh,"73,671 km",Diesel,Kolkata,2020
Volvo XC40 Recharge,₹ 22.67 Lakh,"162,695 km",Petrol,Kochi,2014
Nissan Magnite XV,₹ 2.52 Lakh,"174,356 km",Petrol,Bangalore,2013
Honda BR-V VX,₹ 3.58 Lakh,"155,073 km",CNG,Hyderabad,2013
Honda Amaze VX,₹ 9.92 Lakh,"42,804 km",Diesel,Delhi,2022
Toyota Glanza G,₹ 6.53 Lakh,"130,731 km",Petrol,Pune,2013
Skoda Slavia Style,₹ 9.16 Lakh,"145,584 km",Petrol,Delhi,2014
Hyundai Creta SX,₹ 12.21 Lakh,"17,710 km",Diesel,Chennai,2024
BMW X1 sDrive,₹ 24.52 Lakh,"156,563 km",Diesel,Bangalore,2015
Audi A4 35 TDI,₹ 19.41 Lakh,"166,256 km",Diesel,Bangalore,2014
Hyundai Verna SX,₹ 10.17 Lakh,"104,901 km",Electric,Thane,2019
Volkswagen Polo GT,₹ 9.97 Lakh,"85,095 km",Petrol,Kochi,2018
Lexus NX 350h,₹ 70.93 Lakh,"5,555 km",Diesel,Mysuru,2025
Renault Triber RXZ,₹ 3.69 Lakh,"134,952 km",CNG,Kochi,2015
Jaguar F-Pace,₹ 46.66 Lakh,"87,267 km",Petrol,Kolkata,2020
Lexus ES 300h,₹ 60.61 Lakh,"59,230 km",Diesel,Hyderabad,2023
Mercedes-Benz C-Class C200,₹ 23.48 Lakh,"164,201 km",Petrol,Lucknow,2012
Ford EcoSport Titanium,₹ 4.68 Lakh,"174,231 km",Petrol,Kolkata,2014
Skoda Slavia Style,₹ 10.97 Lakh,"137,695 km",Electric,Kochi,2013
Volvo XC40 Recharge,₹ 34.81 Lakh,"81,805 km",Diesel,Delhi,2019
Maruti Suzuki Swift VXi,₹ 4.19 Lakh,"158,908 km",Diesel,Hyderabad,2016
BMW 3 Series 320d,₹ 37.72 Lakh,"95,301 km",Petrol,Chennai,2020
Volvo XC60,₹ 44.15 Lakh,"48,664 km",Electric,Noida,2022
Audi Q5 quattro,₹ 38.68 Lakh,"19,358 km",Diesel,Bangalore,2023
Maruti Suzuki Baleno Alpha,₹ 6.32 Lakh,"130,031 km",Electric,Kochi,2015
Nissan Magnite XV,₹ 4.92 Lakh,"131,085 km",Petrol,Pune,2018
Nissan Magnite XV,₹ 8.19 Lakh,"54,328 km",Diesel,Chennai,2023
BMW 3 Series 320d,₹ 46.59 Lakh,"76,754 km",Electric,Jaipur,2022
Honda Jazz VX,₹ 7.73 Lakh,"44,450 km",Petrol,Jaipur,2022
Maruti Suzuki Dzire ZXi,₹ 5.00 Lakh,"111,256 km",Petrol,Lucknow,2017
Toyota Innova Crysta GX,₹ 18.08 Lakh,"59,634 km",Electric,Delhi,2022
Jeep Compass Limited,₹ 19.02 Lakh,"95,447 km",Petrol,Kolkata,2017
MG Astor Savvy,₹ 15.92 Lakh,"69,332 km",Petrol,Chennai,2023
Lexus NX 350h,₹ 56.52 Lakh,"77,244 km",Diesel,Mumbai,2021
Toyota Innova Crysta GX,₹ 17.40 Lakh,"107,510 km",Electric,Thane,2021
Jaguar XE Prestige,₹ 51.99 Lakh,"72,375 km",Diesel,Kochi,2021
Kia Sonet GTX,₹ 7.98 Lakh,"128,881 km",Petrol,Mysuru,2015
Jaguar F-Pace,₹ 31.86 Lakh,"166,799 km",Petrol,Noida,2014
Jeep Compass Limited,₹ 29.30 Lakh,"14,540 km",Petrol,Thane,2024
Volkswagen Taigun GT,₹ 5.56 Lakh,"158,107 km",Petrol,Delhi,2014
Nissan Magnite XV,₹ 3.01 Lakh,"144,363 km",Petrol,Pune,2016
Hyundai Grand i10,₹ 9.90 Lakh,"108,586 km",Hybrid,Lucknow,2020
Mahindra XUV700 AX7,₹ 14.74 Lakh,"39,761 km",Hybrid,Thane,2022
BMW X1 sDrive,₹ 52.07 Lakh,"44,445 km",Petrol,Mysuru,2024
Jeep Compass Limited,₹ 9.26 Lakh,"207,285 km",Petrol,Chennai,2012
Nissan Magnite XV,₹ 6.75 Lakh,"117,546 km",Diesel,Delhi,2020
Audi A4 35 TDI,₹ 20.64 Lakh,"168,864 km",Petrol,Thane,2015
Tata Nexon XZ+,₹ 7.54 Lakh,"152,817 km",Electric,Bangalore,2014
Ford Endeavour Titanium,₹ 13.65 Lakh,"31,813 km",Petrol,Pune,2024
Mercedes-Benz C-Class C200,₹ 31.58 Lakh,"112,718 km",CNG,Chennai,2017
Jaguar XE Prestige,₹ 54.92 Lakh,"44,547 km",Petrol,Delhi,2023
Honda City ZX,₹ 6.70 Lakh,"87,420 km",Petrol,Ahmedabad,2020
Lexus ES 300h,₹ 61.10 Lakh,"30,528 km",Diesel,Mysuru,2023
Honda Jazz VX,₹ 3.29 Lakh,"160,810 km",Petrol,Kochi,2013
Maruti Suzuki Brezza ZXi,₹ 7.09 Lakh,"16,353 km",Diesel,Thane,2025
Nissan Magnite XV,₹ 6.49 Lakh,"62,829 km",Petrol,Mumbai,2020
Hyundai Creta SX,₹ 3.37 Lakh,"174,868 km",CNG,Jaipur,2015
Jeep Compass Limited,₹ 22.93 Lakh,"68,227 km",Petrol,Kolkata,2021
Kia Sonet GTX,₹ 11.96 Lakh,"108,341 km",Diesel,Noida,2020
Jaguar XE Prestige,₹ 35.41 Lakh,"151,779 km",Petrol,Mumbai,2017
Toyota Innova Crysta GX,₹ 14.73 Lakh,"56,320 km",Petrol,Kolkata,2023
Kia Carens Prestige,₹ 11.65 Lakh,"97,851 km",Diesel,Kochi,2020
Jaguar XE Prestige,₹ 46.00 Lakh,"93,092 km",Diesel,Noida,2020
MG ZS EV,₹ 15.23 Lakh,"32,424 km",Petrol,Kochi,2023
Renault Kwid Climber,₹ 1.79 Lakh,"172,348 km",Diesel,Delhi,2013
Mahindra XUV700 AX7,₹ 6.32 Lakh,"167,681 km",Diesel,Ahmedabad,2013
Hyundai Creta SX,₹ 9.10 Lakh,"84,973 km",Petrol,Noida,2020
Skoda Superb L&K,₹ 9.79 Lakh,"129,812 km",Diesel,Hyderabad,2017
Honda City ZX,₹ 9.66 Lakh,"51,666 km",Petrol,Noida,2023
Hyundai Creta SX,₹ 5.35 Lakh,"112,589 km",Diesel,Lucknow,2016
Audi Q3 Premium,₹ 37.42 Lakh,"68,287 km",Petrol,Jaipur,2022
Mahindra XUV700 AX7,₹ 13.53 Lakh,"57,700 km",Diesel,Pune,2021
Volkswagen Taigun GT,₹ 13.38 Lakh,"49,797 km",Diesel,Delhi,2022
Renault Kwid Climber,₹ 1.66 Lakh,"166,375 km",Petrol,Ahmedabad,2012
Jaguar F-Pace,₹ 43.59 Lakh,"71,156 km",Petrol,Jaipur,2019
Audi Q3 Premium,₹ 31.34 Lakh,"90,121 km",Petrol,Mumbai,2019
BMW X1 sDrive,₹ 19.29 Lakh,"169,855 km",Petrol,Mumbai,2012
MG ZS EV,₹ 12.64 Lakh,"58,851 km",Petrol,Ahmedabad,2021
Mahindra Thar LX,₹ 13.23 Lakh,"42,815 km",Diesel,Noida,2022
Tata Altroz XZ,₹ 11.85 Lakh,"63,096 km",Petrol,Bangalore,2023
Jeep Compass Limited,₹ 10.45 Lakh,"202,271 km",Petrol,Jaipur,2013
Mahindra XUV700 AX7,₹ 10.09 Lakh,"111,485 km",Petrol,Mysuru,2018
Jaguar XE Prestige,₹ 28.19 Lakh,"180,410 km",Petrol,Mumbai,2014
Lexus NX 350h,₹ 70.08 Lakh,"38,048 km",Petrol,Bangalore,2025
MG ZS EV,₹ 10.13 Lakh,"134,163 km",Diesel,Delhi,2016
Hyundai Grand i10,₹ 6.91 Lakh,"84,501 km",Diesel,Noida,2017
Jaguar XE Prestige,₹ 27.38 Lakh,"144,922 km",Diesel,Hyderabad,2013
Volvo XC60,₹ 48.01 Lakh,"48,493 km",Diesel,Lucknow,2024
Nissan Magnite XV,₹ 2.16 Lakh,"163,016 km",Petrol,Lucknow,2012
Maruti Suzuki Dzire ZXi,₹ 8.74 Lakh,"13,476 km",Diesel,Chennai,2025
Volkswagen Virtus GT,₹ 7.58 Lakh,"150,432 km",Diesel,Mumbai,2015
Jeep Compass Limited,₹ 24.20 Lakh,"56,285 km",Petrol,Bangalore,2020
Nissan Magnite XV,₹ 1.99 Lakh,"153,151 km",Diesel,Kolkata,2015
Mahindra XUV700 AX7,₹ 9.39 Lakh,"101,483 km",Diesel,Kolkata,2018
Maruti Suzuki Baleno Alpha,₹ 4.76 Lakh,"104,867 km",Diesel,Delhi,2018
Ford EcoSport Titanium,₹ 4.61 Lakh,"149,231 km",CNG,Noida,2015
MG Hector Sharp,₹ 13.67 Lakh,"78,129 km",CNG,Pune,2021
Lexus NX 350h,₹ 60.18 Lakh,"71,280 km",Diesel,Delhi,2022
Hyundai Verna SX,₹ 12.05 Lakh,"17,524 km",Petrol,Kolkata,2024
Skoda Kushaq Style,₹ 11.99 Lakh,"100,695 km",Diesel,Kolkata,2019
Ford Endeavour Titanium,₹ 8.61 Lakh,"90,449 km",Petrol,Kolkata,2018
MG Hector Sharp,₹ 4.59 Lakh,"181,988 km",Petrol,Hyderabad,2012
Jaguar F-Pace,₹ 37.97 Lakh,"122,218 km",Electric,Mumbai,2017
Maruti Suzuki Dzire ZXi,₹ 6.85 Lakh,"3,000 km",Diesel,Mumbai,2025
BMW 3 Series 320d,₹ 40.91 Lakh,"81,777 km",Petrol,Ahmedabad,2021
Audi Q5 quattro,₹ 20.62 Lakh,"154,670 km",Electric,Jaipur,2013
Audi A4 35 TDI,₹ 31.80 Lakh,"99,048 km",Diesel,Mysuru,2020
Audi Q3 Premium,₹ 33.04 Lakh,"78,680 km",Petrol,Mysuru,2019
Maruti Suzuki Baleno Alpha,₹ 4.15 Lakh,"98,433 km",Diesel,Bangalore,2020
BMW 5 Series 530d,₹ 21.41 Lakh,"134,673 km",Diesel,Jaipur,2014
Mahindra XUV700 AX7,₹ 14.93 Lakh,"49,829 km",Petrol,Bangalore,2024
Mahindra XUV500 W8,₹ 10.54 Lakh,"103,589 km",Petrol,Chennai,2017
Jeep Compass Limited,₹ 27.37 Lakh,"35,635 km",Diesel,Thane,2024
Toyota Urban Cruiser,₹ 20.55 Lakh,"20,116 km",Electric,Ahmedabad,2024
Maruti Suzuki Dzire ZXi,₹ 3.86 Lakh,"114,785 km",Petrol,Jaipur,2016
Honda BR-V VX,₹ 4.46 Lakh,"137,077 km",Petrol,Bangalore,2018
Renault Kiger RXZ,₹ 6.94 Lakh,"52,498 km",Diesel,Mumbai,2021
Jaguar F-Pace,₹ 25.77 Lakh,"179,433 km",Petrol,Bangalore,2013
Kia Sonet GTX,₹ 10.14 Lakh,"119,224 km",Hybrid,Mumbai,2018
Volkswagen Taigun GT,₹ 11.22 Lakh,"52,974 km",CNG,Thane,2021
Renault Kiger RXZ,₹ 6.38 Lakh,"84,399 km",Diesel,Kolkata,2021
Volvo XC60,₹ 31.10 Lakh,"106,415 km",Hybrid,Lucknow,2016
Volvo XC60,₹ 47.36 Lakh,"26,651 km",Petrol,Lucknow,2023
Jaguar XE Prestige,₹ 28.76 Lakh,"167,681 km",Petrol,Kolkata,2014
Jeep Compass Limited,₹ 20.83 Lakh,"91,768 km",Petrol,Thane,2018
Hyundai Grand i10,₹ 11.31 Lakh,"30,478 km",Diesel,Lucknow,2023
Volkswagen Virtus GT,₹ 14.75 Lakh,"14,720 km",Petrol,Ahmedabad,2025
BMW 3 Series 320d,₹ 23.40 Lakh,"164,049 km",Hybrid,Hyderabad,2014
BMW 3 Series 320d,₹ 27.12 Lakh,"118,911 km",Petrol,Jaipur,2015
Renault Kwid Climber,₹ 4.47 Lakh,"144,050 km",Electric,Pune,2013
Lexus NX 350h,₹ 23.56 Lakh,"189,500 km",Diesel,Mysuru,2012
Maruti Suzuki Brezza ZXi,₹ 3.25 Lakh,"108,628 km",CNG,Chennai,2017
BMW X1 sDrive,₹ 46.28 Lakh,"50,447 km",Petrol,Ahmedabad,2023
Hyundai Venue SX,₹ 3.85 Lakh,"157,901 km",CNG,Pune,2013
Hyundai Grand i10,₹ 7.42 Lakh,"108,514 km",CNG,Mumbai,2018
BMW 5 Series 530d,₹ 38.91 Lakh,"99,808 km",Diesel,Delhi,2020
Tata Altroz XZ,₹ 4.07 Lakh,"185,846 km",Petrol,Lucknow,2013
Maruti Suzuki WagonR VXi,₹ 5.82 Lakh,"57,628 km",Diesel,Pune,2025
Kia Seltos HTX,₹ 5.54 Lakh,"149,745 km",Petrol,Pune,2014
Volkswagen Polo GT,₹ 17.39 Lakh,"3,000 km",Petrol,Ahmedabad,2025
Jeep Compass Limited,₹ 26.36 Lakh,"72,937 km",Diesel,Kolkata,2022
Honda City ZX,₹ 3.33 Lakh,"178,030 km",Diesel,Noida,2012
Renault Triber RXZ,₹ 7.97 Lakh,"17,473 km",Hybrid,Bangalore,2022
Audi Q3 Premium,₹ 18.36 Lakh,"187,472 km",Hybrid,Kolkata,2012
Renault Kwid Climber,₹ 2.51 Lakh,"100,498 km",Diesel,Bangalore,2017
Mercedes-Benz E-Class E220d,₹ 55.89 Lakh,"11,887 km",Petrol,Mysuru,2025
Audi A4 35 TDI,₹ 32.02 Lakh,"64,112 km",Diesel,Lucknow,2021
Nissan Magnite XV,₹ 7.07 Lakh,"92,605 km",Petrol,Jaipur,2021
Skoda Slavia Style,₹ 13.54 Lakh,"49,982 km",Diesel,Thane,2020
Jeep Compass Limited,₹ 28.48 Lakh,"21,489 km",Diesel,Lucknow,2023
Mercedes-Benz E-Class E220d,₹ 49.06 Lakh,"76,034 km",Petrol,Kochi,2022
Maruti Suzuki Swift VXi,₹ 6.86 Lakh,"77,932 km",Diesel,Chennai,2023
Ford Endeavour Titanium,₹ 12.65 Lakh,"39,014 km",Petrol,Pune,2024
Audi A4 35 TDI,₹ 35.16 Lakh,"80,575 km",Diesel,Kochi,2021
Maruti Suzuki WagonR VXi,₹ 7.28 Lakh,"38,122 km",Diesel,Kolkata,2023
Maruti Suzuki WagonR VXi,₹ 6.51 Lakh,"138,255 km",Hybrid,Kochi,2017
Volkswagen Polo GT,₹ 7.19 Lakh,"159,596 km",Diesel,Pune,2014
Honda Jazz VX,₹ 10.70 Lakh,"26,464 km",Petrol,Ahmedabad,2025
Volkswagen Taigun GT,₹ 17.70 Lakh,"40,101 km",Electric,Thane,2023
Kia Carens Prestige,₹ 13.66 Lakh,"28,763 km",Diesel,Chennai,2025
Renault Kiger RXZ,₹ 5.37 Lakh,"52,574 km",Diesel,Noida,2023
Kia Sonet GTX,₹ 12.93 Lakh,"88,148 km",Petrol,Noida,2021
Jaguar XE Prestige,₹ 56.34 Lakh,"31,705 km",CNG,Ahmedabad,2024
Maruti Suzuki Baleno Alpha,₹ 8.72 Lakh,"89,720 km",Electric,Chennai,2020
Kia Sonet GTX,₹ 12.05 Lakh,"65,161 km",Petrol,Delhi,2021
BMW 3 Series 320d,₹ 47.99 Lakh,"26,441 km",Petrol,Kochi,2023
Skoda Kushaq Style,₹ 18.68 Lakh,"12,031 km",Petrol,Mumbai,2025
Ford EcoSport Titanium,₹ 12.90 Lakh,"20,597 km",Petrol,Noida,2025
Mahindra Scorpio N Z8,₹ 13.72 Lakh,"66,827 km",Petrol,Lucknow,2021
Honda City ZX,₹ 8.45 Lakh,"29,799 km",Diesel,Kolkata,2023
Mahindra Thar LX,₹ 13.64 Lakh,"63,478 km",Petrol,Thane,2021
Toyota Fortuner 4x2,₹ 9.25 Lakh,"124,547 km",Petrol,Mysuru,2015
BMW 5 Series 530d,₹ 20.73 Lakh,"156,012 km",Petrol,Thane,2013
Lexus NX 350h,₹ 61.43 Lakh,"11,175 km",Diesel,Delhi,2024
Jeep Compass Limited,₹ 22.74 Lakh,"77,152 km",Petrol,Mumbai,2019
Jeep Compass Limited,₹ 16.48 Lakh,"125,938 km",Petrol,Thane,2016
Audi Q5 quattro,₹ 38.88 Lakh,"34,504 km",Diesel,Bangalore,2024
Honda City ZX,₹ 7.38 Lakh,"119,714 km",Petrol,Thane,2018
Maruti Suzuki WagonR VXi,₹ 1.68 Lakh,"151,724 km",CNG,Delhi,2016
Ford EcoSport Titanium,₹ 9.07 Lakh,"111,228 km",Diesel,Bangalore,2018
Toyota Glanza G,₹ 4.03 Lakh,"166,012 km",Diesel,Thane,2012
Kia Sonet GTX,₹ 7.36 Lakh,"144,948 km",Petrol,Bangalore,2015
Nissan Magnite XV,₹ 1.79 Lakh,"184,431 km",CNG,Lucknow,2012
Lexus NX 350h,₹ 24.52 Lakh,"175,375 km",Diesel,Mysuru,2012
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"177,448 km",Petrol,Kolkata,2012
Jaguar XE Prestige,₹ 60.21 Lakh,"45,584 km",Electric,Hyderabad,2023
MG Astor Savvy,₹ 10.33 Lakh,"104,133 km",Petrol,Noida,2016
Skoda Kushaq Style,₹ 13.89 Lakh,"98,186 km",Diesel,Hyderabad,2020
Hyundai Grand i10,₹ 7.85 Lakh,"87,116 km",Petrol,Noida,2021
Ford EcoSport Titanium,₹ 12.14 Lakh,"72,638 km",CNG,Ahmedabad,2023
Mahindra XUV500 W8,₹ 4.78 Lakh,"144,593 km",Petrol,Kochi,2013
Skoda Superb L&K,₹ 16.78 Lakh,"81,501 km",Electric,Thane,2020
Renault Kiger RXZ,₹ 3.53 Lakh,"130,511 km",Diesel,Thane,2017
Tata Nexon XZ+,₹ 3.50 Lakh,"124,580 km",Petrol,Delhi,2014
Volvo XC40 Recharge,₹ 42.67 Lakh,"48,710 km",Petrol,Kolkata,2023
Mahindra XUV500 W8,₹ 15.71 Lakh,"24,987 km",Petrol,Delhi,2025
Jaguar XE Prestige,₹ 29.93 Lakh,"147,568 km",Petrol,Thane,2015
Jaguar F-Pace,₹ 51.65 Lakh,"70,305 km",Diesel,Ahmedabad,2021
Volkswagen Taigun GT,₹ 7.02 Lakh,"127,078 km",CNG,Hyderabad,2015
Tata Harrier XZ,₹ 8.75 Lakh,"90,967 km",Petrol,Hyderabad,2020
Jeep Compass Limited,₹ 13.92 Lakh,"145,798 km",CNG,Noida,2015
BMW 3 Series 320d,₹ 31.79 Lakh,"145,615 km",CNG,Pune,2016
Mercedes-Benz C-Class C200,₹ 57.82 Lakh,"3,000 km",Diesel,Noida,2025
